Date,AAPL,AMZN,GOOGL,META,MSFT
2018-01-03,-0.0001743823450805793,0.012694394527191124,0.016916996799369175,0.01775557866327854,0.00464306493995502
2018-01-04,0.0046341410450856145,0.0044660253429876385,0.0038768363621480588,-0.0018428425290792857,0.00876305902641787
2018-01-05,0.011321056659879584,0.0160332935792393,0.013173190403690138,0.01357862181581841,0.012321585143607892
2018-01-08,-0.0037214066853994286,0.014321632906715799,0.0035243030071376545,0.007624037231845784,0.001020236820646961
2018-01-09,-0.00011454647782574854,0.004664812398839383,-0.0012751388086621911,-0.0021800533100603653,-0.0006797914678186805
2018-01-10,-0.00022969307294165987,0.001300359709972529,-0.0023842999649771237,-0.0001596948768798821,-0.004544515435507693
2018-01-11,0.0056641112617443435,0.01766139781681635,0.0017190068592928243,-0.00037261156664899,0.002956504520510977
2018-01-12,0.010273522335494136,0.02209336587396363,0.016587600176675373,-0.04576722397892057,0.01710979241747053
2018-01-16,-0.005095139279424831,-0.0002606211461983206,4.416220193181772e-05,-0.005478394439038903,-0.014049514909017779
2018-01-17,0.016381471002704335,-0.0075850021734760985,0.007401681123055474,-0.004438400695887209,0.020058015935236435
2018-01-18,0.0008927098024397198,-0.001298133852806076,-0.0027516654068264848,0.012311135799251015,-0.0004438518311016212
2018-01-19,-0.0044724524673224,0.0009736994050156305,0.006606812542572264,0.008252893077221754,-0.0011106765780480596
2018-01-22,-0.008214816717417254,0.024968098162378945,0.017906138500466743,0.022255985388649483,0.017731053465192537
2018-01-23,0.0002256246070688088,0.026196229930158944,0.010263521763860332,0.021243312378000322,0.0031604517945192034
2018-01-24,-0.01605660619291489,-0.003698397360036897,-0.004157625885779516,-0.014897895601889501,-0.0008707986246339747
2018-01-25,-0.018012045840531565,0.014944682738458965,0.00922058543952886,0.004972951164779208,0.00553901140594685
2018-01-26,0.0023349684212918037,0.017338590199733116,0.004574465284942149,0.013351748927182765,0.018563504725628035
2018-01-29,-0.02091595071952741,0.0110863061970509,-0.0009097889720530497,-0.02138488812302788,-0.0014895179393559837
2018-01-30,-0.005912084005130714,0.014106290909006738,-0.007707888846674848,0.006111039874572118,-0.012643276870633813
2018-01-31,0.002751752170567067,0.009049130891396598,0.004110858560284977,-0.0012299198038765037,0.024182094411985097
2018-02-01,0.0020881275624356206,-0.04287344522925761,-0.0005330395426597427,0.0326362186095448,-0.00792517017422543
2018-02-02,-0.04435958546773084,0.028335697336222956,-0.05424679945044972,-0.014659742083673589,-0.026662464969296848
2018-02-05,-0.025301843322634045,-0.028335697336222907,-0.05209309310755913,-0.04856421758513041,-0.04205761110652083
2018-02-06,0.04094185951996043,0.037309622701425335,0.020533424924422422,0.022097668509903346,0.037142577163914545
2018-02-07,-0.02163935432196786,-0.018226722717437444,-0.027125226025866814,-0.028073933460725457,-0.01901245663941631
2018-02-08,-0.027902301040403105,-0.04791173027881124,-0.04624875091887145,-0.048906604027366116,-0.05269802416885564
2018-02-09,0.012157130183815035,-0.008103804791418619,0.03755090642608137,0.026059159800196754,0.036611547656908654
2018-02-12,0.03948886962225229,0.034216728035250644,0.007892204386243133,0.0017020890778054838,0.010715543479814798
2018-02-13,0.009967983012190446,0.02019536975735599,-0.0003983267125113641,-0.018652617522818254,0.007823002956212131
2018-02-14,0.01826965653541477,0.02550419300925882,0.017453402869595076,0.03612847810641482,0.015536688398180062
2018-02-15,0.03302659926200385,0.007353751233283212,0.017245932484723267,0.00244788210727847,0.02016787132689908
2018-02-16,-0.0032424621503934115,-0.0089814315393622,0.0037861773377627535,-0.014553072913095535,-0.007148670441434471
2018-02-20,-0.003369587074531738,0.01347964456515462,0.0073577681126288106,-0.007640708141026526,0.00779581215763058
2018-02-21,-0.0045489865713225506,0.00987380009044426,0.009164061647748164,0.010737037584507341,-0.01335449557412349
2018-02-22,0.008324644929689061,0.0016305120580417068,-0.00346277483315544,0.006052114679742168,0.002619806332487258
2018-02-23,0.017241630403023425,0.009821428842378839,0.016256096774390636,0.02373964269405316,0.025083356919096425
2018-02-26,0.019579173931697356,0.014527347404448127,0.013742690798516196,0.008907816813432381,0.014355198958045412
2018-02-27,-0.0032458901872839344,-0.006572418273647388,-0.023165612544797595,-0.018942165128711972,-0.01286792106505095
2018-02-28,-0.0015151013369136192,0.00031078300210627937,-0.012235604097876773,-0.01745562183924625,-0.004575197906546669
2018-03-01,-0.01767123792056858,-0.012641932360173476,-0.02989185545191705,-0.013436485329772823,-0.009859582882371348
2018-03-02,0.006890567828391858,0.004542832323262843,0.011811526865119078,0.0038574658865161583,0.002151668483592941
