Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,META,MSFT,AAPL,AMZN,GOOGL,META,MSFT,AAPL,AMZN,GOOGL,META,MSFT,AAPL,AMZN,GOOGL,META,MSFT,AAPL,AMZN,GOOGL,META,MSFT,AAPL,AMZN,GOOGL,META,MSFT
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,40.34189987182617,59.45050048828125,53.292938232421875,180.30845642089844,79.05036926269531,43.064998626708984,59.45050048828125,53.660499572753906,181.4199981689453,85.94999694824219,43.07500076293945,59.5,53.79899978637695,181.5800018310547,86.30999755859375,42.314998626708984,58.5255012512207,52.6510009765625,177.5500030517578,85.5,42.540000915527344,58.599998474121094,52.6510009765625,177.67999267578125,86.12999725341797,102223600,53890000,31766000,18151900,22483800
2018-01-03,40.33486557006836,60.209999084472656,54.20216369628906,183.5385284423828,79.41825866699219,43.057498931884766,60.209999084472656,54.57600021362305,184.6699981689453,86.3499984741211,43.63750076293945,60.27450180053711,54.80500030517578,184.77999877929688,86.51000213623047,42.9900016784668,59.415000915527344,53.67150115966797,181.3300018310547,85.97000122070312,43.13249969482422,59.415000915527344,53.69649887084961,181.8800048828125,86.05999755859375,118071600,62176000,31318000,16886600,26061400
2018-01-04,40.522216796875,60.47949981689453,54.41270446777344,183.2006072998047,80.11726379394531,43.25749969482422,60.47949981689453,54.78799819946289,184.3300018310547,87.11000061035156,43.36750030517578,60.79349899291992,55.20399856567383,186.2100067138672,87.66000366210938,43.02000045776367,60.233001708984375,54.7130012512207,184.10000610351562,86.56999969482422,43.1349983215332,60.25,54.85449981689453,184.89999389648438,86.58999633789062,89738400,60442000,26052000,13880900,21912000
2018-01-05,40.983577728271484,61.457000732421875,55.13423538208008,185.70518493652344,81.11054229736328,43.75,61.457000732421875,55.51449966430664,186.85000610351562,88.19000244140625,43.842498779296875,61.457000732421875,55.67900085449219,186.89999389648438,88.41000366210938,43.26250076293945,60.5,55.09000015258789,184.92999267578125,87.43000030517578,43.36000061035156,60.8754997253418,55.17250061035156,185.58999633789062,87.66000366210938,94640000,70894000,30250000,13574500,23407100
2018-01-08,40.83134460449219,62.34349822998047,55.328887939453125,187.1264190673828,81.1933364868164,43.587501525878906,62.34349822998047,55.71049880981445,188.27999877929688,88.27999877929688,43.90250015258789,62.65399932861328,55.95800018310547,188.89999389648438,88.58000183105469,43.48249816894531,61.60150146484375,55.5,186.3300018310547,87.5999984741211,43.587501525878906,61.79999923706055,55.54999923706055,187.1999969482422,88.19999694824219,82271200,85590000,24644000,17994700,22113000
2018-01-09,40.82666778564453,62.6349983215332,55.25838088989258,186.7189178466797,81.1381607055664,43.58250045776367,62.6349983215332,55.63949966430664,187.8699951171875,88.22000122070312,43.76499938964844,62.96649932861328,55.922000885009766,188.8000030517578,88.7300033569336,43.352500915527344,62.0880012512207,55.40999984741211,187.10000610351562,87.86000061035156,43.63750076293945,62.845001220703125,55.922000885009766,188.6999969482422,88.6500015258789,86336000,73226000,26808000,12393100,19484300
2018-01-10,40.817291259765625,62.71649932861328,55.12678527832031,186.68910217285156,80.770263671875,43.5724983215332,62.71649932861328,55.50699996948242,187.83999633789062,87.81999969482422,43.57500076293945,62.71649932861328,55.638999938964844,187.88999938964844,88.19000244140625,43.25,61.86149978637695,55.19900131225586,185.6300048828125,87.41000366210938,43.290000915527344,62.25749969482422,55.349998474121094,186.94000244140625,87.86000061035156,95839600,53720000,20734000,10529900,18652200
2018-01-11,41.04914093017578,63.83399963378906,55.22163009643555,186.6195526123047,81.00941467285156,43.81999969482422,63.83399963378906,55.602500915527344,187.77000427246094,88.08000183105469,43.872501373291016,63.8385009765625,55.74250030517578,188.39999389648438,88.12999725341797,43.622501373291016,62.823001861572266,55.32400131225586,187.3800048828125,87.23999786376953,43.647499084472656,62.98699951171875,55.615501403808594,188.39999389648438,88.12999725341797,74670800,62500000,22424000,9588600,17808900
2018-01-12,41.4730339050293,65.26000213623047,56.145263671875,178.27099609375,82.40739440917969,44.272499084472656,65.26000213623047,56.532501220703125,179.3699951171875,89.5999984741211,44.34000015258789,65.28800201416016,56.564998626708984,181.47999572753906,89.77999877929688,43.912498474121094,63.669498443603516,55.4005012512207,177.39999389648438,88.44999694824219,44.04499816894531,63.669498443603516,55.505001068115234,178.05999755859375,88.66999816894531,101672400,108874000,38586000,77551300,24271500
2018-01-16,41.26226043701172,65.24299621582031,56.147743225097656,177.29702758789062,81.25770568847656,44.04750061035156,65.24299621582031,56.53499984741211,178.38999938964844,88.3499984741211,44.84749984741211,66.99700164794922,57.444000244140625,181.75,90.79000091552734,44.03499984741211,64.61499786376953,56.33300018310547,178.0399932861328,88.01000213623047,44.474998474121094,66.1500015258789,57.015499114990234,181.5,90.0999984741211,118263600,144414000,36462000,36183800,36599700
2018-01-17,41.943763732910156,64.75,56.56487274169922,176.51185607910156,82.9040298461914,44.775001525878906,64.75,56.95500183105469,177.60000610351562,90.13999938964844,44.8125,65.69999694824219,56.965999603271484,179.32000732421875,90.27999877929688,43.76750183105469,64.04399871826172,56.17449951171875,175.8000030517578,88.75,44.037498474121094,65.61199951171875,56.81800079345703,179.25999450683594,89.08000183105469,137547200,105076000,27830000,27992400,25621200
2018-01-18,41.981224060058594,64.66600036621094,56.40943908691406,178.69834899902344,82.86724090576172,44.814998626708984,64.66600036621094,56.798500061035156,179.8000030517578,90.0999984741211,45.025001525878906,65.2300033569336,57.02949905395508,180.97999572753906,90.66999816894531,44.5625,64.20099639892578,56.222999572753906,177.0800018310547,89.66000366210938,44.842498779296875,64.69750213623047,56.967498779296875,178.1300048828125,89.80000305175781,124773600,80538000,27498000,23304900,24159700
2018-01-19,41.79388427734375,64.72899627685547,56.78335952758789,180.17922973632812,82.77525329589844,44.6150016784668,64.72899627685547,57.17499923706055,181.2899932861328,90.0,44.89500045776367,65.6500015258789,57.18899917602539,182.3699951171875,90.61000061035156,44.352500915527344,64.64949798583984,56.625,180.1699981689453,89.66000366210938,44.65250015258789,65.5999984741211,56.9015007019043,180.85000610351562,90.13999938964844,129700400,91570000,30552000,26826500,36875000
2018-01-22,41.451961517333984,66.3655014038086,57.809288024902344,184.2342529296875,84.25603485107422,44.25,66.3655014038086,58.20800018310547,185.3699951171875,91.61000061035156,44.44499969482422,66.37249755859375,58.34400177001953,185.38999938964844,91.62000274658203,44.150001525878906,64.83300018310547,57.090999603271484,180.41000366210938,89.73999786376953,44.32500076293945,64.8584976196289,57.191001892089844,180.8000030517578,90.0,108434400,82802000,29550000,21059500,23601600
2018-01-23,41.4613151550293,68.12699890136719,58.405670166015625,188.1898651123047,84.52274322509766,44.2599983215332,68.12699890136719,58.80849838256836,189.35000610351562,91.9000015258789,44.86000061035156,68.24500274658203,58.925498962402344,189.5500030517578,92.30000305175781,44.20500183105469,66.86699676513672,58.36249923706055,185.5500030517578,91.54000091552734,44.32500076293945,66.90450286865234,58.53099822998047,186.0500030517578,91.9000015258789,130756400,103386000,39138000,25678800,23412800
2018-01-24,40.8009033203125,67.87550354003906,58.16334533691406,185.40701293945312,84.44917297363281,43.55500030517578,67.87550354003906,58.56449890136719,186.5500030517578,91.81999969482422,44.32500076293945,69.40799713134766,59.352500915527344,190.66000366210938,93.43000030517578,43.29999923706055,66.9000015258789,58.369998931884766,186.52000427246094,91.58000183105469,44.3125,68.74099731445312,59.249000549316406,189.88999938964844,92.55000305175781,204420400,136150000,37128000,24334500,33277500
2018-01-25,40.072574615478516,68.89749908447266,58.702125549316406,186.33132934570312,84.9182357788086,42.77750015258789,68.89749908447266,59.106998443603516,187.47999572753906,92.33000183105469,43.73749923706055,68.91699981689453,59.25,188.6199951171875,93.23999786376953,42.63249969482422,67.88099670410156,58.59199905395508,186.60000610351562,91.93000030517578,43.627498626708984,68.4000015258789,59.035499572753906,187.9499969482422,92.47000122070312,166116000,95060000,29984000,17377700,26383200
2018-01-26,40.16625213623047,70.10250091552734,58.97127151489258,188.8358612060547,86.50933837890625,42.877498626708984,70.10250091552734,59.37799835205078,190.0,94.05999755859375,43.0,70.12650299072266,59.37799835205078,190.0,94.05999755859375,42.51499938964844,69.04550170898438,58.4015007019043,186.80999755859375,92.58000183105469,43.0,69.60050201416016,59.37649917602539,187.75,93.12000274658203,156572000,97146000,42170000,17759200,29172200
